index,CI_Name,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,Category,No_of_Related_Incidents,Incident_Digits,Incident_IM
6723,991,2,10,IM0006876,4,4,4,1,0,0006876,0
6724,2454,2,46,IM0006877,4,4,4,1,0,0006877,0
6725,2487,2,46,IM0006878,5,5,5,1,0,0006878,0
6726,2542,2,46,IM0006879,4,4,4,1,0,0006879,0
6727,2818,2,58,IM0006880,5,5,5,1,0,0006880,0
6728,1014,2,10,IM0006881,5,5,5,1,0,0006881,0
6729,12,2,3,IM0006882,4,4,4,1,0,0006882,0
6730,2487,2,46,IM0006883,4,4,4,1,0,0006883,0
6731,987,2,10,IM0006884,4,4,4,1,0,0006884,0
6732,1014,2,10,IM0006885,5,5,5,1,0,0006885,0
6733,2863,2,58,IM0006886,4,4,4,1,0,0006886,0
6734,2584,2,46,IM0006887,4,4,4,1,0,0006887,0
6735,2834,2,58,IM0006888,4,4,4,1,0,0006888,0
6736,2278,2,46,IM0006889,4,4,4,1,0,0006889,0
6737,2838,2,58,IM0006890,5,5,5,3,0,0006890,0
6738,2504,2,46,IM0006891,5,5,5,3,0,0006891,0
6739,2720,12,58,IM0006892,3,3,3,1,0,0006892,0
6740,2513,2,46,IM0006893,4,4,4,1,0,0006893,0
6741,2591,2,46,IM0006894,3,3,3,1,0,0006894,0
6742,991,2,10,IM0006895,4,4,4,1,0,0006895,0
6743,2487,2,46,IM0006896,4,4,4,1,0,0006896,0
6744,2487,2,46,IM0006897,5,5,5,1,0,0006897,0
6745,2504,2,46,IM0006898,5,5,5,3,0,0006898,0
6746,2504,2,46,IM0006899,5,5,5,3,0,0006899,0
6747,1314,4,21,IM0006900,5,5,5,1,0,0006900,0
6748,2487,2,46,IM0006901,4,4,4,1,0,0006901,0
6749,909,4,9,IM0006902,5,5,5,1,0,0006902,0
6750,2376,2,46,IM0006903,5,5,5,3,0,0006903,0
6751,997,2,10,IM0006904,4,4,4,1,0,0006904,0
6752,2504,2,46,IM0006905,5,5,5,3,0,0006905,0
6753,2504,2,46,IM0006906,5,5,5,3,0,0006906,0
6754,2376,2,46,IM0006907,5,5,5,3,0,0006907,0
6755,2504,2,46,IM0006908,5,5,5,3,0,0006908,0
6756,2684,12,46,IM0006909,5,5,5,3,0,0006909,0
6757,2684,12,46,IM0006910,5,5,5,3,0,0006910,0
6758,2269,2,43,IM0006911,5,5,5,3,0,0006911,0
6759,2302,2,46,IM0006912,4,4,4,1,0,0006912,0
6760,2504,2,46,IM0006913,5,5,5,3,0,0006913,0
6761,2376,2,46,IM0006914,5,5,5,3,0,0006914,0
6762,2376,2,46,IM0006916,5,5,5,3,0,0006916,0
6763,2863,2,58,IM0006917,4,4,4,1,0,0006917,0
6764,2504,2,46,IM0006918,5,5,5,3,0,0006918,0
6765,2376,2,46,IM0006919,5,5,5,3,0,0006919,0
6766,2684,12,46,IM0006920,2,2,2,1,0,0006920,0
6767,2336,2,46,IM0006921,4,4,4,1,0,0006921,0
6768,2834,2,58,IM0006922,4,4,4,1,0,0006922,0
6769,990,2,10,IM0006923,3,3,3,1,0,0006923,0
6770,2896,4,59,IM0006924,4,5,4,3,0,0006924,0
6771,2268,2,43,IM0006925,5,5,5,3,0,0006925,0
6772,2376,2,46,IM0006926,5,5,5,3,0,0006926,0
6773,2376,2,46,IM0006927,5,5,5,3,0,0006927,0
6774,2863,2,58,IM0006928,4,4,4,1,0,0006928,0
6775,996,2,10,IM0006929,5,5,5,1,0,0006929,0
6776,2532,2,46,IM0006930,4,4,4,1,0,0006930,0
6777,2376,2,46,IM0006931,5,5,5,3,0,0006931,0
6778,2376,2,46,IM0006932,5,5,5,3,0,0006932,0
6779,2376,2,46,IM0006933,5,5,5,3,0,0006933,0
6780,2282,2,46,IM0006934,4,4,4,1,0,0006934,0
6781,2481,2,46,IM0006935,5,5,5,3,0,0006935,0
6782,2513,2,46,IM0006936,4,4,4,1,0,0006936,0
6783,2595,9,44,IM0006937,3,3,3,1,0,0006937,0
6784,2869,2,58,IM0006938,5,5,5,3,0,0006938,0
6785,2818,2,58,IM0006939,5,5,5,1,0,0006939,0
6786,2749,12,58,IM0006940,4,4,4,1,0,0006940,0
6787,2395,2,46,IM0006941,5,5,5,1,0,0006941,0
6788,2741,12,58,IM0006942,4,4,4,1,0,0006942,0
6789,2454,2,46,IM0006943,4,4,4,1,0,0006943,0
6790,2863,2,58,IM0006944,4,4,4,1,0,0006944,0
6791,2624,10,50,IM0006945,3,3,3,1,0,0006945,0
6792,2278,2,46,IM0006946,4,4,4,1,0,0006946,0
6793,638,11,5,IM0006947,3,3,3,1,0,0006947,0
6794,1000,2,10,IM0006948,3,3,3,1,0,0006948,0
6795,2824,2,58,IM0006949,4,4,4,1,0,0006949,0
6796,2725,12,58,IM0006950,4,4,4,1,0,0006950,0
6797,229,4,2,IM0006951,4,4,4,1,0,0006951,0
6798,674,7,6,IM0006952,3,3,3,1,0,0006952,0
6799,2513,2,46,IM0006953,4,4,4,1,0,0006953,0
6800,1014,2,10,IM0006954,5,5,5,3,0,0006954,0
6801,2527,2,46,IM0006955,5,5,5,3,0,0006955,0
6802,2500,2,46,IM0006956,4,4,4,1,0,0006956,0
6803,2725,12,58,IM0006957,4,4,4,1,0,0006957,0
6804,2725,12,58,IM0006958,4,4,4,1,0,0006958,0
6805,2455,2,46,IM0006959,4,4,4,1,0,0006959,0
6806,2278,2,46,IM0006960,3,3,3,1,0,0006960,0
6807,1050,2,10,IM0006961,4,4,4,1,0,0006961,0
6808,972,10,8,IM0006962,3,3,3,1,0,0006962,0
6809,2442,2,46,IM0006963,5,5,5,3,0,0006963,0
6810,1014,2,10,IM0006964,5,5,5,1,0,0006964,0
6811,0,3,0,IM0006965,4,4,4,1,0,0006965,0
6812,2454,2,46,IM0006966,4,4,4,1,0,0006966,0
6813,2709,12,58,IM0006967,5,5,5,1,0,0006967,0
6814,2709,12,58,IM0006968,5,5,5,1,0,0006968,0
6815,2709,12,58,IM0006969,5,5,5,1,0,0006969,0
6816,2709,12,58,IM0006970,5,5,5,1,0,0006970,0
6817,2834,2,58,IM0006971,4,4,4,1,0,0006971,0
6818,2709,12,58,IM0006972,5,5,5,1,0,0006972,0
6819,2834,2,58,IM0006973,4,4,4,1,0,0006973,0
6820,2709,12,58,IM0006974,5,5,5,1,0,0006974,0
6821,2725,12,58,IM0006975,4,4,4,1,0,0006975,0
6822,2487,2,46,IM0006976,4,4,4,1,0,0006976,0
6823,991,2,10,IM0006977,4,3,4,1,0,0006977,0
6824,2684,12,46,IM0006978,5,5,5,3,0,0006978,0
6825,2745,12,58,IM0006979,4,4,4,1,0,0006979,0
6826,2745,12,58,IM0006980,4,4,4,1,0,0006980,0
6827,2608,10,50,IM0006981,3,3,3,1,0,0006981,0
6828,725,4,9,IM0006982,3,3,3,1,0,0006982,0
6829,991,2,10,IM0006983,4,4,4,1,0,0006983,0
6830,2442,2,46,IM0006984,5,5,5,3,0,0006984,0
6831,2376,2,46,IM0006985,5,5,5,3,0,0006985,0
6832,853,4,9,IM0006986,5,5,5,1,0,0006986,0
6833,2869,2,58,IM0006987,5,5,5,1,0,0006987,0
6834,2834,2,58,IM0006988,4,4,4,1,0,0006988,0
6835,2376,2,46,IM0006989,5,5,5,3,0,0006989,0
6836,2818,2,58,IM0006990,5,5,5,1,0,0006990,0
6837,2573,2,46,IM0006991,3,3,3,1,0,0006991,0
6838,1014,2,10,IM0006992,5,5,5,3,0,0006992,0
6839,2376,2,46,IM0006993,5,5,5,3,0,0006993,0
6840,2555,2,46,IM0006994,3,3,3,1,0,0006994,0
6841,2268,2,43,IM0006995,5,5,5,3,0,0006995,0
6842,2376,2,46,IM0006996,5,5,5,3,0,0006996,0
6843,1000,2,10,IM0006997,3,3,3,1,0,0006997,0
6844,993,2,10,IM0006998,4,4,4,1,0,0006998,0
6845,2532,2,46,IM0006999,4,4,4,1,0,0006999,0
6846,2818,2,58,IM0007000,5,5,5,1,0,0007000,0
6847,12,2,3,IM0007001,4,4,4,1,0,0007001,0
6848,1164,4,21,IM0007003,5,5,5,1,0,0007003,0
6849,2454,2,46,IM0007004,4,4,4,1,0,0007004,0
6850,12,2,3,IM0007005,4,4,4,1,0,0007005,0
6851,2818,2,58,IM0007006,5,5,5,1,0,0007006,0
6852,2818,2,58,IM0007007,5,5,5,1,0,0007007,0
6853,2720,12,58,IM0007008,5,5,5,1,0,0007008,0
6854,2442,2,46,IM0007009,5,5,5,3,0,0007009,0
6855,9,2,3,IM0007010,4,4,4,1,0,0007010,0
6856,1567,4,21,IM0007011,5,5,5,1,0,0007011,0
6857,2838,2,58,IM0007012,5,5,5,3,0,0007012,0
6858,1050,2,10,IM0007013,4,4,4,1,0,0007013,0
6859,2684,12,46,IM0007014,5,5,5,3,0,0007014,0
6860,2863,2,58,IM0007015,5,5,5,1,0,0007015,0
6861,2875,2,58,IM0007016,5,5,5,1,0,0007016,0
6862,1050,2,10,IM0007017,2,2,2,1,0,0007017,0
6863,2302,2,46,IM0007018,4,4,4,1,0,0007018,0
6864,1000,2,10,IM0007019,4,4,4,1,0,0007019,0
6865,1050,2,10,IM0007020,4,4,4,1,0,0007020,0
6866,2454,2,46,IM0007021,4,4,4,1,0,0007021,0
6867,2278,2,46,IM0007022,4,3,4,1,0,0007022,0
6868,2709,12,58,IM0007023,4,4,4,1,0,0007023,0
6869,2874,2,58,IM0007024,5,5,5,1,0,0007024,0
6870,2572,2,46,IM0007025,5,5,5,1,0,0007025,0
6871,2713,12,58,IM0007026,5,5,5,3,0,0007026,0
6872,2487,2,46,IM0007027,5,5,5,3,0,0007027,0
6873,2454,2,46,IM0007028,5,5,5,3,0,0007028,0
6874,2148,0,31,IM0007029,4,5,4,3,0,0007029,0
6875,2650,2,48,IM0007030,3,3,3,1,0,0007030,0
6876,2398,2,46,IM0007031,3,4,3,1,0,0007031,0
6877,1014,2,10,IM0007032,5,5,5,1,0,0007032,0
6878,2725,12,58,IM0007033,4,4,4,1,0,0007033,0
6879,2945,4,59,IM0007034,5,5,5,3,0,0007034,0
6880,2610,10,50,IM0007035,4,4,4,1,0,0007035,0
6881,2442,2,46,IM0007036,5,5,5,3,0,0007036,0
6882,2874,2,58,IM0007037,4,4,4,1,0,0007037,0
6883,2869,2,58,IM0007038,4,4,4,1,0,0007038,0
6884,2470,2,46,IM0007039,3,3,3,1,0,0007039,0
6885,1050,2,10,IM0007040,3,3,3,1,0,0007040,0
6886,2874,2,58,IM0007042,4,4,4,1,0,0007042,0
6887,2442,2,46,IM0007043,5,5,5,3,0,0007043,0
6888,971,10,8,IM0007044,3,3,3,1,0,0007044,0
6889,2376,2,46,IM0007045,5,5,5,3,0,0007045,0
6890,984,2,10,IM0007046,4,4,4,1,0,0007046,0
6891,2278,2,46,IM0007047,4,4,4,1,0,0007047,0
6892,2267,2,43,IM0007048,4,4,4,1,0,0007048,0
6893,2839,2,58,IM0007049,5,5,5,1,0,0007049,0
6894,2455,2,46,IM0007050,4,4,4,1,0,0007050,0
6895,2376,2,46,IM0007051,5,5,5,3,0,0007051,0
6896,2684,12,46,IM0007052,4,4,4,1,0,0007052,0
6897,2684,12,46,IM0007053,5,5,5,3,0,0007053,0
6898,1014,2,10,IM0007054,5,5,5,3,0,0007054,0
6899,2501,2,46,IM0007055,5,5,5,1,0,0007055,0
6900,2818,2,58,IM0007056,5,5,5,1,0,0007056,0
6901,2442,2,46,IM0007057,5,5,5,3,0,0007057,0
6902,2741,12,58,IM0007058,4,4,4,1,0,0007058,0
6903,2284,2,46,IM0007060,5,5,5,3,0,0007060,0
6904,2269,2,43,IM0007061,5,5,5,3,0,0007061,0
6905,2741,12,58,IM0007062,2,2,2,1,0,0007062,0
6906,2376,2,46,IM0007063,5,5,5,3,0,0007063,0
6907,2442,2,46,IM0007064,5,5,5,3,0,0007064,0
6908,2268,2,43,IM0007065,5,5,5,3,0,0007065,0
6909,2376,2,46,IM0007066,5,5,5,3,0,0007066,0
6910,2863,2,58,IM0007067,2,2,2,1,0,0007067,0
6911,2487,2,46,IM0007068,4,4,4,1,0,0007068,0
6912,2874,2,58,IM0007069,5,5,5,1,0,0007069,0
6913,2684,12,46,IM0007070,5,5,5,3,0,0007070,0
6914,1000,2,10,IM0007071,2,2,2,1,0,0007071,0
6915,2820,2,58,IM0007072,4,4,4,1,0,0007072,0
6916,2878,2,58,IM0007073,4,5,4,1,0,0007073,0
6917,2262,11,42,IM0007074,5,5,5,3,0,0007074,0
6918,1066,2,14,IM0007075,5,5,5,3,0,0007075,0
6919,2834,2,58,IM0007076,4,4,4,1,0,0007076,0
6920,2376,2,46,IM0007077,5,5,5,3,0,0007077,0
6921,2376,2,46,IM0007078,5,5,5,3,0,0007078,0
6922,2874,2,58,IM0007079,4,4,4,1,0,0007079,0
6923,2376,2,46,IM0007080,5,5,5,3,0,0007080,0
6924,2513,2,46,IM0007081,4,4,4,1,0,0007081,0
6925,2454,2,46,IM0007082,4,4,4,1,0,0007082,0
6926,1000,2,10,IM0007083,4,4,4,1,0,0007083,0
6927,1139,4,21,IM0007084,5,5,5,1,0,0007084,0
6928,2278,2,46,IM0007085,3,3,3,1,0,0007085,0
6929,2447,2,46,IM0007086,4,4,4,1,0,0007086,0
6930,1000,2,10,IM0007087,4,4,4,1,0,0007087,0
6931,2724,12,58,IM0007088,4,4,4,1,0,0007088,0
6932,2278,2,46,IM0007089,3,3,3,1,0,0007089,0
6933,2456,2,46,IM0007090,4,4,4,1,0,0007090,0
6934,2278,2,46,IM0007091,4,4,4,1,0,0007091,0
6935,2454,2,46,IM0007092,4,4,4,1,0,0007092,0
6936,2725,12,58,IM0007093,4,4,4,1,0,0007093,0
6937,1928,4,21,IM0007094,5,5,5,1,0,0007094,0
6938,2725,12,58,IM0007095,4,4,4,1,0,0007095,0
6939,2487,2,46,IM0007096,4,4,4,1,0,0007096,0
6940,2749,12,58,IM0007097,4,4,4,1,0,0007097,0
6941,2147,0,31,IM0007098,4,3,4,1,0,0007098,0
6942,2584,2,46,IM0007099,4,4,4,1,0,0007099,0
6943,2875,2,58,IM0007100,4,4,4,1,0,0007100,0
6944,2878,2,58,IM0007101,5,5,5,3,0,0007101,0
6945,2709,12,58,IM0007102,4,4,4,1,0,0007102,0
6946,2442,2,46,IM0007103,5,5,5,3,0,0007103,0
6947,17,2,4,IM0007104,4,4,4,1,0,0007104,0
6948,2818,2,58,IM0007105,5,5,5,1,0,0007105,0
6949,2869,2,58,IM0007106,4,4,4,1,0,0007106,0
6950,2442,2,46,IM0007107,5,5,5,3,0,0007107,0
6951,2849,2,58,IM0007108,5,5,5,1,0,0007108,0
6952,2725,12,58,IM0007109,4,4,4,1,0,0007109,0
6953,2869,2,58,IM0007110,4,5,4,1,0,0007110,0
6954,984,2,10,IM0007111,4,4,4,1,0,0007111,0
6955,2684,12,46,IM0007112,5,5,5,3,0,0007112,0
6956,2684,12,46,IM0007113,5,5,5,3,0,0007113,0
6957,2758,12,58,IM0007114,5,5,5,1,0,0007114,0
6958,2436,2,46,IM0007115,3,3,3,1,0,0007115,0
6959,17,2,4,IM0007116,5,5,5,1,0,0007116,0
6960,17,2,4,IM0007117,5,5,5,1,0,0007117,0
6961,2874,2,58,IM0007118,5,5,5,1,0,0007118,0
6962,865,4,9,IM0007119,5,5,5,1,0,0007119,0
6963,2549,2,46,IM0007120,5,5,5,3,0,0007120,0
6964,2056,6,27,IM0007121,4,4,4,1,0,0007121,0
6965,2863,2,58,IM0007122,3,3,3,1,0,0007122,0
6966,503,4,2,IM0007123,2,2,2,1,0,0007123,0
6967,2874,2,58,IM0007124,4,4,4,1,0,0007124,0
6968,2741,12,58,IM0007125,4,4,4,1,0,0007125,0
6969,2747,12,58,IM0007126,3,3,3,1,0,0007126,0
6970,2552,2,46,IM0007127,4,4,4,3,0,0007127,0
6971,2873,2,58,IM0007128,4,4,4,1,0,0007128,0
6972,2454,2,46,IM0007129,4,4,4,1,0,0007129,0
6973,2747,12,58,IM0007130,4,4,4,1,0,0007130,0
6974,2552,2,46,IM0007131,4,4,4,3,0,0007131,0
6975,2297,2,46,IM0007132,4,4,4,1,0,0007132,0
6976,2875,2,58,IM0007133,4,4,4,1,0,0007133,0
6977,2820,2,58,IM0007134,4,4,4,1,0,0007134,0
6978,2403,2,46,IM0007135,3,3,3,1,0,0007135,0
6979,2841,2,58,IM0007136,4,4,4,1,0,0007136,0
6980,2608,10,50,IM0007137,3,3,3,1,0,0007137,0
6981,2645,2,48,IM0007138,3,3,3,1,0,0007138,0
6982,2376,2,46,IM0007139,5,5,5,3,0,0007139,0
6983,2278,2,46,IM0007140,4,4,4,1,0,0007140,0
6984,2863,2,58,IM0007141,4,4,4,1,0,0007141,0
6985,2454,2,46,IM0007142,4,4,4,1,0,0007142,0
6986,2376,2,46,IM0007143,5,5,5,3,0,0007143,0
6987,2376,2,46,IM0007144,5,5,5,3,0,0007144,0
6988,2513,2,46,IM0007145,4,4,4,1,0,0007145,0
6989,1738,4,21,IM0007146,5,5,5,1,0,0007146,0
6990,2513,2,46,IM0007147,4,4,4,1,0,0007147,0
6991,2517,2,46,IM0007148,4,4,4,1,0,0007148,0
6992,2436,2,46,IM0007149,4,4,4,1,0,0007149,0
6993,2834,2,58,IM0007150,4,4,4,1,0,0007150,0
6994,1496,4,21,IM0007151,5,5,5,1,0,0007151,0
6995,2415,2,46,IM0007152,4,4,4,1,0,0007152,0
6996,2725,12,58,IM0007153,4,4,4,1,0,0007153,0
6997,1014,2,10,IM0007154,5,5,5,3,0,0007154,0
6998,2725,12,58,IM0007155,4,4,4,1,0,0007155,0
6999,2874,2,58,IM0007156,5,5,5,1,0,0007156,0
7000,2376,2,46,IM0007157,5,5,5,3,0,0007157,0
7001,2834,2,58,IM0007158,4,4,4,1,0,0007158,0
7002,2834,2,58,IM0007159,4,4,4,1,0,0007159,0
7003,2834,2,58,IM0007160,4,4,4,1,0,0007160,0
7004,2527,2,46,IM0007161,5,5,5,3,0,0007161,0
7005,2454,2,46,IM0007162,4,4,4,1,0,0007162,0
7006,2659,2,48,IM0007163,4,3,4,1,0,0007163,0
7007,2454,2,46,IM0007164,4,4,4,1,0,0007164,0
7008,2376,2,46,IM0007165,5,5,5,3,0,0007165,0
7009,2874,2,58,IM0007166,4,4,4,1,0,0007166,0
7010,2725,12,58,IM0007167,4,4,4,1,0,0007167,0
7011,2376,2,46,IM0007168,5,5,5,3,0,0007168,0
7012,1000,2,10,IM0007169,5,5,5,1,0,0007169,0
7013,2487,2,46,IM0007170,5,5,5,3,0,0007170,0
7014,1008,2,10,IM0007171,4,4,4,1,0,0007171,0
7015,2336,2,46,IM0007172,3,3,3,1,0,0007172,0
7016,12,2,3,IM0007173,4,4,4,1,0,0007173,0
7017,2466,2,46,IM0007174,4,4,4,1,0,0007174,0
7018,899,4,9,IM0007175,5,5,5,1,0,0007175,0
7019,1643,4,21,IM0007176,5,5,5,1,0,0007176,0
7020,2395,2,46,IM0007177,3,3,3,1,0,0007177,0
7021,2700,12,46,IM0007178,5,5,5,3,0,0007178,0
7022,2875,2,58,IM0007179,5,5,5,1,0,0007179,0
7023,2487,2,46,IM0007180,4,4,4,1,0,0007180,0
7024,2487,2,46,IM0007181,4,4,4,1,0,0007181,0
7025,2442,2,46,IM0007182,5,5,5,3,0,0007182,0
7026,17,2,4,IM0007183,4,4,4,1,0,0007183,0
7027,1014,2,10,IM0007184,5,5,5,3,0,0007184,0
7028,2661,12,3,IM0007185,4,4,4,1,0,0007185,0
7029,2455,2,46,IM0007186,4,4,4,1,0,0007186,0
7030,2304,2,46,IM0007187,5,5,5,1,0,0007187,0
7031,2725,12,58,IM0007188,5,5,5,1,0,0007188,0
7032,2725,12,58,IM0007189,4,4,4,1,0,0007189,0
7033,1050,2,10,IM0007190,3,3,3,1,0,0007190,0
7034,996,2,10,IM0007191,5,5,5,1,0,0007191,0
7035,1050,2,10,IM0007192,4,4,4,1,0,0007192,0
7036,2720,12,58,IM0007193,5,5,5,1,0,0007193,0
7037,2869,2,58,IM0007194,4,4,4,1,0,0007194,0
7038,2684,12,46,IM0007195,5,5,5,3,0,0007195,0
7039,2454,2,46,IM0007196,4,4,4,1,0,0007196,0
7040,2494,2,46,IM0007197,4,3,4,1,0,0007197,0
7041,2874,2,58,IM0007198,3,3,3,1,0,0007198,0
7042,2849,2,58,IM0007199,5,5,5,1,0,0007199,0
7043,1000,2,10,IM0007200,4,4,4,1,0,0007200,0
7044,2550,2,46,IM0007201,3,3,3,1,0,0007201,0
7045,2725,12,58,IM0007202,4,4,4,1,0,0007202,0
7046,2442,2,46,IM0007203,5,5,5,3,0,0007203,0
7047,1942,4,21,IM0007204,5,5,5,1,0,0007204,0
7048,993,2,10,IM0007205,3,3,3,1,0,0007205,0
7049,2651,2,48,IM0007206,3,3,3,1,0,0007206,0
7050,2376,2,46,IM0007207,5,5,5,3,0,0007207,0
7051,2661,12,3,IM0007208,3,3,3,1,0,0007208,0
7052,2278,2,46,IM0007209,3,3,3,1,0,0007209,0
7053,2409,2,46,IM0007210,3,3,3,1,0,0007210,0
7054,2527,2,46,IM0007211,5,5,5,3,0,0007211,0
7055,2376,2,46,IM0007212,5,5,5,3,0,0007212,0
7056,12,2,3,IM0007213,4,4,4,1,0,0007213,0
7057,2376,2,46,IM0007214,5,5,5,3,0,0007214,0
7058,2471,2,46,IM0007215,5,5,5,3,0,0007215,0
7059,2532,2,46,IM0007216,4,4,4,1,0,0007216,0
7060,2487,2,46,IM0007217,4,4,4,1,0,0007217,0
7061,1050,2,10,IM0007218,4,4,4,1,0,0007218,0
7062,2269,2,43,IM0007219,5,5,5,3,0,0007219,0
7063,1255,4,21,IM0007220,5,5,5,1,0,0007220,0
7064,2268,2,43,IM0007221,5,5,5,3,0,0007221,0
7065,2874,2,58,IM0007222,4,4,4,1,0,0007222,0
7066,2455,2,46,IM0007223,4,4,4,1,0,0007223,0
7067,2817,2,58,IM0007224,5,5,5,1,0,0007224,0
7068,2376,2,46,IM0007225,5,5,5,3,0,0007225,0
7069,2376,2,46,IM0007226,5,5,5,3,0,0007226,0
7070,2416,2,46,IM0007227,4,4,4,1,0,0007227,0
7071,2820,2,58,IM0007228,4,4,4,1,0,0007228,0
7072,940,4,9,IM0007229,5,5,5,1,0,0007229,0
7073,2371,2,46,IM0007230,4,4,4,1,0,0007230,0
7074,2297,2,46,IM0007231,4,4,4,1,0,0007231,0
7075,2513,2,46,IM0007232,4,4,4,1,0,0007232,0
7076,2645,2,48,IM0007233,4,3,4,1,0,0007233,0
7077,2454,2,46,IM0007234,4,4,4,1,0,0007234,0
7078,2436,2,46,IM0007235,4,3,4,1,0,0007235,0
7079,2866,2,58,IM0007236,4,3,4,1,0,0007236,0
7080,2494,2,46,IM0007237,4,3,4,1,0,0007237,0
7081,2532,2,46,IM0007238,4,4,4,1,0,0007238,0
7082,2709,12,58,IM0007239,5,5,5,1,0,0007239,0
7083,2056,6,27,IM0007240,4,4,4,1,0,0007240,0
7084,2818,2,58,IM0007241,5,5,5,1,0,0007241,0
7085,2532,2,46,IM0007242,4,4,4,1,0,0007242,0
7086,1320,4,21,IM0007243,5,5,5,1,0,0007243,0
7087,2725,12,58,IM0007244,4,4,4,1,0,0007244,0
7088,1291,4,21,IM0007245,5,5,5,1,0,0007245,0
7089,2447,2,46,IM0007246,4,4,4,1,0,0007246,0
7090,2513,2,46,IM0007247,4,4,4,1,0,0007247,0
7091,2869,2,58,IM0007248,5,5,5,1,0,0007248,0
7092,2725,12,58,IM0007249,4,4,4,1,0,0007249,0
7093,870,4,9,IM0007250,5,5,5,1,0,0007250,0
7094,1066,2,14,IM0007251,5,5,5,3,0,0007251,0
7095,1557,4,21,IM0007252,5,5,5,1,0,0007252,0
7096,2724,12,58,IM0007253,4,4,4,1,0,0007253,0
7097,2754,12,58,IM0007254,4,4,4,1,0,0007254,0
7098,17,2,4,IM0007255,4,4,4,1,0,0007255,0
7099,2415,2,46,IM0007256,4,4,4,1,0,0007256,0
7100,2454,2,46,IM0007257,4,4,4,1,0,0007257,0
7101,1000,2,10,IM0007258,4,4,4,1,0,0007258,0
7102,2450,2,46,IM0007259,4,4,4,1,0,0007259,0
7103,2550,2,46,IM0007260,3,3,3,1,0,0007260,0
7104,2818,2,58,IM0007261,5,5,5,1,0,0007261,0
7105,2442,2,46,IM0007262,5,5,5,3,0,0007262,0
7106,2684,12,46,IM0007263,5,5,5,3,0,0007263,0
7107,2836,2,58,IM0007264,4,5,4,1,0,0007264,0
7108,2450,2,46,IM0007265,5,5,5,3,0,0007265,0
7109,2834,2,58,IM0007266,4,4,4,1,0,0007266,0
7110,2442,2,46,IM0007267,5,5,5,3,0,0007267,0
7111,2513,2,46,IM0007268,4,4,4,1,0,0007268,0
7112,2741,12,58,IM0007269,4,4,4,1,0,0007269,0
7113,2724,12,58,IM0007270,4,4,4,1,0,0007270,0
7114,17,2,4,IM0007271,4,4,4,1,0,0007271,0
7115,2552,2,46,IM0007272,3,3,3,1,0,0007272,0
7116,826,4,9,IM0007273,5,5,5,1,0,0007273,0
7117,997,2,10,IM0007274,4,4,4,1,0,0007274,0
7118,2268,2,43,IM0007275,5,5,5,3,0,0007275,0
7119,2725,12,58,IM0007276,4,4,4,1,0,0007276,0
7120,2684,12,46,IM0007277,5,5,5,3,0,0007277,0
7121,2532,2,46,IM0007278,4,4,4,1,0,0007278,0
7122,2436,2,46,IM0007279,5,5,5,3,0,0007279,0
7123,2725,12,58,IM0007280,4,4,4,1,0,0007280,0
7124,2360,2,46,IM0007281,5,5,5,3,0,0007281,0
7125,2376,2,46,IM0007282,5,5,5,3,0,0007282,0
7126,1106,4,21,IM0007283,4,4,4,1,0,0007283,0
7127,991,2,10,IM0007284,4,4,4,1,0,0007284,0
7128,451,4,2,IM0007285,4,3,4,1,0,0007285,0
7129,2284,2,46,IM0007286,4,4,4,1,0,0007286,0
7130,2454,2,46,IM0007287,4,4,4,1,0,0007287,0
7131,2403,2,46,IM0007288,3,3,3,1,0,0007288,0
7132,2820,2,58,IM0007289,4,4,4,1,0,0007289,0
7133,2461,2,46,IM0007290,4,4,4,1,0,0007290,0
7134,2487,2,46,IM0007291,5,5,5,1,0,0007291,0
7135,17,2,4,IM0007292,4,4,4,1,0,0007292,0
7136,2841,2,58,IM0007293,4,4,4,1,0,0007293,0
7137,2684,12,46,IM0007294,5,5,5,3,0,0007294,0
7138,664,4,36,IM0007295,4,4,4,1,0,0007295,0
7139,2923,4,59,IM0007296,4,4,4,1,0,0007296,0
7140,2711,12,58,IM0007297,5,5,5,1,0,0007297,0
7141,2278,2,46,IM0007298,3,3,3,1,0,0007298,0
7142,2684,12,46,IM0007299,5,5,5,3,0,0007299,0
7143,2863,2,58,IM0007300,4,4,4,1,0,0007300,0
7144,2584,2,46,IM0007301,4,4,4,1,0,0007301,0
7145,2875,2,58,IM0007302,4,4,4,1,0,0007302,0
7146,2494,2,46,IM0007303,4,3,4,1,0,0007303,0
7147,2595,9,44,IM0007304,4,3,4,1,0,0007304,0
7148,2741,12,58,IM0007305,4,4,4,1,0,0007305,0
7149,2487,2,46,IM0007306,4,4,4,1,0,0007306,0
7150,2830,2,58,IM0007307,4,4,4,1,0,0007307,0
7151,2454,2,46,IM0007308,4,4,4,1,0,0007308,0
7152,2454,2,46,IM0007309,4,4,4,1,0,0007309,0
7153,2455,2,46,IM0007310,4,4,4,1,0,0007310,0
7154,2709,12,58,IM0007311,5,5,5,1,0,0007311,0
7155,2590,2,46,IM0007312,3,3,3,1,0,0007312,0
7156,2698,12,46,IM0007313,4,4,4,1,0,0007313,0
7157,1604,4,21,IM0007314,5,5,5,1,0,0007314,0
7158,2878,2,58,IM0007315,5,5,5,3,0,0007315,0
